Curs;Codi àrea territorial;Àrea territorial;Codi comarca;Comarca;Codi municipi;Municipi;Codi districte;Naturalesa;Titularitat;Estudi;Nivell;Sexe;Concert;Resultat de l'avaluació;Nombre alumnes
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;SI;Promocionen al mes de setembre;27
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;SI;S'ha expedit certificat;4
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;SI;Alumnes avaluats;89
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;SI;No promocionen;2
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;SI;Promocionen al mes de juny;74
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;SI;Promocionen al mes de setembre;2
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;SI;Promocionen amb pendents;11
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;SI;Alumnes avaluats;96
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;SI;No promocionen;1
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;SI;Promocionen al mes de juny;80
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;SI;Promocionen al mes de setembre;8
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;SI;Promocionen amb pendents;7
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;SI;Alumnes avaluats;116
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;SI;No promocionen;1
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;SI;Promocionen al mes de juny;96
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;SI;Promocionen al mes de setembre;14
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;SI;Promocionen amb pendents;5
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;SI;Alumnes avaluats;95
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;SI;No promocionen;3
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;SI;Promocionen al mes de juny;70
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;SI;Promocionen al mes de setembre;18
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;SI;Promocionen amb pendents;4
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;SI;Alumnes avaluats;106
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;SI;No promocionen;1
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;SI;Promocionen al mes de juny;85
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;SI;Promocionen al mes de setembre;15
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;SI;Promocionen amb pendents;5
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;SI;Alumnes avaluats;95
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;SI;No promocionen;3
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;SI;Promocionen al mes de juny;66
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;SI;Promocionen al mes de setembre;14
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;SI;Promocionen amb pendents;12
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;SI;Alumnes avaluats;121
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;SI;No promocionen;3
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;SI;Promocionen al mes de juny;102
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;SI;Promocionen al mes de setembre;16
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;SI;Alumnes avaluats;93
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;SI;No promocionen;4
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;SI;Promocionen al mes de juny;69
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;SI;Promocionen al mes de setembre;19
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818701;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;SI;S'ha expedit certificat;1
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;SI;Alumnes avaluats;17
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;SI;Promocionen al mes de juny;14
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;SI;Promocionen al mes de setembre;3
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;SI;Alumnes avaluats;13
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;SI;Promocionen al mes de juny;13
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;SI;Alumnes avaluats;10
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;SI;Promocionen al mes de juny;9
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;SI;Promocionen al mes de setembre;1
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;SI;Alumnes avaluats;20
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;SI;No promocionen;1
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;SI;Promocionen al mes de juny;15
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;SI;Promocionen al mes de setembre;2
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;SI;Promocionen amb pendents;2
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;SI;Alumnes avaluats;13
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;SI;Promocionen al mes de juny;12
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;SI;Promocionen al mes de setembre;1
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;SI;Alumnes avaluats;16
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;SI;No promocionen;1
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;SI;Promocionen al mes de juny;10
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;SI;Promocionen al mes de setembre;4
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;SI;Promocionen amb pendents;1
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;SI;Alumnes avaluats;16
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;SI;Promocionen al mes de juny;14
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;SI;Promocionen al mes de setembre;1
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;SI;S'ha expedit certificat;1
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;SI;Alumnes avaluats;12
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;SI;No promocionen;1
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;SI;Promocionen al mes de juny;7
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;PERSONES FÍSIQUES;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;SI;Promocionen al mes de setembre;4
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;SI;Alumnes avaluats;22
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;SI;Promocionen al mes de juny;20
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;SI;Promocionen amb pendents;2
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;SI;Alumnes avaluats;34
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;SI;Promocionen al mes de juny;30
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;SI;Promocionen amb pendents;4
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;SI;Alumnes avaluats;36
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;SI;Promocionen al mes de juny;34
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;SI;Promocionen al mes de setembre;1
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;SI;Promocionen amb pendents;1
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;SI;Alumnes avaluats;29
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;SI;Promocionen al mes de juny;23
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;HOME;SI;Promocionen amb pendents;6
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;SI;Alumnes avaluats;32
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;SI;Promocionen al mes de juny;30
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;SI;Promocionen al mes de setembre;1
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;DONA;SI;Promocionen amb pendents;1
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;SI;Alumnes avaluats;29
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;SI;Promocionen al mes de juny;22
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;SI;Promocionen al mes de setembre;1
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;3;HOME;SI;Promocionen amb pendents;6
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;SI;Alumnes avaluats;31
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;SI;No promocionen;1
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;SI;Promocionen al mes de juny;28
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;DONA;SI;Promocionen al mes de setembre;2
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;SI;Alumnes avaluats;32
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;SI;No promocionen;1
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;SI;Promocionen al mes de juny;29
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818702;PRIVAT;SOCIETATS MERCANTILS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;4;HOME;SI;Promocionen al mes de setembre;2
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818706;PRIVAT;FUNDACIONS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;SI;Alumnes avaluats;34
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818706;PRIVAT;FUNDACIONS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;SI;Promocionen al mes de juny;29
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818706;PRIVAT;FUNDACIONS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;SI;Promocionen al mes de setembre;2
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818706;PRIVAT;FUNDACIONS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;DONA;SI;Promocionen amb pendents;3
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818706;PRIVAT;FUNDACIONS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;SI;Alumnes avaluats;27
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818706;PRIVAT;FUNDACIONS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;SI;Promocionen al mes de juny;19
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818706;PRIVAT;FUNDACIONS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;SI;Promocionen al mes de setembre;3
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818706;PRIVAT;FUNDACIONS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;1;HOME;SI;Promocionen amb pendents;5
2019/2020;408;VALLÈS OCCIDENTAL;40;VALLÈS OCCIDENTAL;8187;SABADELL;818706;PRIVAT;FUNDACIONS;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;2;DONA;SI;Alumnes avaluats;30
